RecordDate,RecordMonth,CustomerGroup,Location,Revenue
2023-08-18,2023-08-01,Iron,Location 14,2921347560.0
2023-08-18,2023-08-01,Iron,Location 15,777810.0
2023-08-18,2023-08-01,Iron,Location 16,3962704530.0
2023-08-18,2023-08-01,Iron,Location 17,1815561390.0
2023-08-18,2023-08-01,Platinum,Location 01,359308530.0
2023-08-18,2023-08-01,Platinum,Location 02,317304720.0
2023-08-18,2023-08-01,Platinum,Location 03,2672739780.0
2023-08-18,2023-08-01,Platinum,Location 04,2735193120.0
2023-08-18,2023-08-01,Platinum,Location 06,24059880.0
2023-08-18,2023-08-01,Platinum,Location 07,241465830.0
2023-08-18,2023-08-01,Platinum,Location 09,937847010.0
2023-08-18,2023-08-01,Platinum,Location 10,99822210.0
2023-08-18,2023-08-01,Platinum,Location 11,202239540.0
2023-08-18,2023-08-01,Platinum,Location 12,3426695700.0
2023-08-18,2023-08-01,Platinum,Location 13,1386017370.0
2023-08-18,2023-08-01,Platinum,Location 14,1749509790.0
2023-08-18,2023-08-01,Platinum,Location 15,31277790.0
2023-08-18,2023-08-01,Platinum,Location 16,949477650.0
2023-08-18,2023-08-01,Platinum,Location 17,507613170.0
2023-08-18,2023-08-01,Silver,Location 01,254350290.0
2023-08-18,2023-08-01,Silver,Location 02,855951180.0
2023-08-18,2023-08-01,Silver,Location 03,2600959110.0
2023-08-18,2023-08-01,Silver,Location 04,2853071100.0
2023-08-18,2023-08-01,Silver,Location 06,598930560.0
2023-08-18,2023-08-01,Silver,Location 07,512776410.0
2023-08-18,2023-08-01,Silver,Location 08,141185190.0
2023-08-18,2023-08-01,Silver,Location 09,1024430280.0
2023-08-18,2023-08-01,Silver,Location 10,79746780.0
2023-08-18,2023-08-01,Silver,Location 11,515770230.0
2023-08-18,2023-08-01,Silver,Location 12,4225575630.0
2023-08-18,2023-08-01,Silver,Location 13,1287702480.0
2023-08-18,2023-08-01,Silver,Location 14,2717103630.0
2023-08-18,2023-08-01,Silver,Location 16,1934025210.0
2023-08-18,2023-08-01,Silver,Location 17,696986130.0
2023-08-18,2023-08-01,Unranked,Location 01,675751590.0
2023-08-18,2023-08-01,Unranked,Location 02,1814286630.0
2023-08-18,2023-08-01,Unranked,Location 03,3173710950.0
2023-08-18,2023-08-01,Unranked,Location 04,1780103070.0
2023-08-18,2023-08-01,Unranked,Location 06,1631585490.0
2023-08-18,2023-08-01,Unranked,Location 07,847785300.0
2023-08-18,2023-08-01,Unranked,Location 08,1413990000.0
2023-08-18,2023-08-01,Unranked,Location 09,1547070120.0
2023-08-18,2023-08-01,Unranked,Location 10,289933770.0
2023-08-18,2023-08-01,Unranked,Location 11,649102620.0
2023-08-18,2023-08-01,Unranked,Location 12,4521480600.0
2023-08-18,2023-08-01,Unranked,Location 13,2001541200.0
2023-08-18,2023-08-01,Unranked,Location 14,2621296230.0
2023-08-18,2023-08-01,Unranked,Location 15,4972230.0
2023-08-18,2023-08-01,Unranked,Location 16,1806278070.0
2023-08-18,2023-08-01,Unranked,Location 17,670668450.0
2023-08-19,2023-08-01,Bronze,Location 01,1206690450.0
2023-08-19,2023-08-01,Bronze,Location 02,2659347660.0
2023-08-19,2023-08-01,Bronze,Location 03,4547582730.0
2023-08-19,2023-08-01,Bronze,Location 04,6363994290.0
2023-08-19,2023-08-01,Bronze,Location 06,3010599750.0
2023-08-19,2023-08-01,Bronze,Location 07,1725503220.0
2023-08-19,2023-08-01,Bronze,Location 08,304335870.0
2023-08-19,2023-08-01,Bronze,Location 09,3574556280.0
2023-08-19,2023-08-01,Bronze,Location 10,118971510.0
2023-08-19,2023-08-01,Bronze,Location 11,2208043890.0
2023-08-19,2023-08-01,Bronze,Location 12,10592807640.0
2023-08-19,2023-08-01,Bronze,Location 13,3189819690.0
2023-08-19,2023-08-01,Bronze,Location 14,6684680160.0
2023-08-19,2023-08-01,Bronze,Location 16,6356305980.0
2023-08-19,2023-08-01,Bronze,Location 17,2250130200.0
2023-08-19,2023-08-01,Diamond,Location 01,3051004320.0
2023-08-19,2023-08-01,Diamond,Location 02,1446418950.0
2023-08-19,2023-08-01,Diamond,Location 03,17338437450.0
2023-08-19,2023-08-01,Diamond,Location 04,30218419290.0
2023-08-19,2023-08-01,Diamond,Location 07,2264823000.0
2023-08-19,2023-08-01,Diamond,Location 09,5454325950.0
2023-08-19,2023-08-01,Diamond,Location 10,480020010.0
2023-08-19,2023-08-01,Diamond,Location 11,3239237130.0
2023-08-19,2023-08-01,Diamond,Location 12,14498192130.0
2023-08-19,2023-08-01,Diamond,Location 13,6516717870.0
2023-08-19,2023-08-01,Diamond,Location 14,11884329570.0
2023-08-19,2023-08-01,Diamond,Location 15,11448617910.0
2023-08-19,2023-08-01,Diamond,Location 16,5292788100.0
2023-08-19,2023-08-01,Diamond,Location 17,1413425340.0
2023-08-19,2023-08-01,Gold,Location 01,512005800.0
2023-08-19,2023-08-01,Gold,Location 02,807676020.0
2023-08-19,2023-08-01,Gold,Location 03,4951502820.0
2023-08-19,2023-08-01,Gold,Location 04,4543756200.0
2023-08-19,2023-08-01,Gold,Location 06,275645430.0
2023-08-19,2023-08-01,Gold,Location 07,615938910.0
2023-08-19,2023-08-01,Gold,Location 08,38187270.0
2023-08-19,2023-08-01,Gold,Location 09,1285764660.0
2023-08-19,2023-08-01,Gold,Location 10,138384960.0
2023-08-19,2023-08-01,Gold,Location 11,588258570.0
2023-08-19,2023-08-01,Gold,Location 12,6215551710.0
2023-08-19,2023-08-01,Gold,Location 13,2492004330.0
2023-08-19,2023-08-01,Gold,Location 14,4183439640.0
2023-08-19,2023-08-01,Gold,Location 16,1655869650.0
2023-08-19,2023-08-01,Gold,Location 17,666204450.0
2023-08-19,2023-08-01,Iron,Location 01,811469490.0
2023-08-19,2023-08-01,Iron,Location 02,2100767580.0
2023-08-19,2023-08-01,Iron,Location 03,1371097770.0
2023-08-19,2023-08-01,Iron,Location 04,2878183170.0
2023-08-19,2023-08-01,Iron,Location 06,3852894720.0
2023-08-19,2023-08-01,Iron,Location 07,1128675300.0
2023-08-19,2023-08-01,Iron,Location 08,1150469250.0
2023-08-19,2023-08-01,Iron,Location 09,1335340950.0
2023-08-19,2023-08-01,Iron,Location 10,55416540.0
2023-08-19,2023-08-01,Iron,Location 11,1513138380.0
2023-08-19,2023-08-01,Iron,Location 12,4160721480.0
2023-08-19,2023-08-01,Iron,Location 13,1564242750.0
2023-08-19,2023-08-01,Iron,Location 14,2838460020.0
2023-08-19,2023-08-01,Iron,Location 15,722220.0
2023-08-19,2023-08-01,Iron,Location 16,3483302070.0
2023-08-19,2023-08-01,Iron,Location 17,1727625990.0
2023-08-19,2023-08-01,Platinum,Location 01,384170880.0
2023-08-19,2023-08-01,Platinum,Location 02,260613900.0
2023-08-19,2023-08-01,Platinum,Location 03,2425854120.0
2023-08-19,2023-08-01,Platinum,Location 04,2435113140.0
2023-08-19,2023-08-01,Platinum,Location 06,101285790.0
2023-08-19,2023-08-01,Platinum,Location 07,300168450.0
2023-08-19,2023-08-01,Platinum,Location 09,995417790.0
2023-08-19,2023-08-01,Platinum,Location 10,25227120.0
2023-08-19,2023-08-01,Platinum,Location 11,181887240.0
2023-08-19,2023-08-01,Platinum,Location 12,3275424120.0
2023-08-19,2023-08-01,Platinum,Location 13,1219037340.0
2023-08-19,2023-08-01,Platinum,Location 14,1376575440.0
2023-08-19,2023-08-01,Platinum,Location 15,19555560.0
2023-08-19,2023-08-01,Platinum,Location 16,892222140.0
2023-08-19,2023-08-01,Platinum,Location 17,408854190.0
2023-08-19,2023-08-01,Silver,Location 01,229682790.0
2023-08-19,2023-08-01,Silver,Location 02,806648490.0
2023-08-19,2023-08-01,Silver,Location 03,2443262010.0
2023-08-19,2023-08-01,Silver,Location 04,2766273150.0
2023-08-19,2023-08-01,Silver,Location 06,604110180.0
2023-08-19,2023-08-01,Silver,Location 07,439170300.0
2023-08-19,2023-08-01,Silver,Location 08,108624930.0
2023-08-19,2023-08-01,Silver,Location 09,965128320.0
2023-08-19,2023-08-01,Silver,Location 10,23916000.0
2023-08-19,2023-08-01,Silver,Location 11,506467740.0
2023-08-19,2023-08-01,Silver,Location 12,3869446560.0
2023-08-19,2023-08-01,Silver,Location 13,1254488520.0
2023-08-19,2023-08-01,Silver,Location 14,2892019050.0
2023-08-19,2023-08-01,Silver,Location 16,1705642410.0
2023-08-19,2023-08-01,Silver,Location 17,682825620.0
2023-08-19,2023-08-01,Unranked,Location 01,650643510.0
2023-08-19,2023-08-01,Unranked,Location 02,1301280750.0
2023-08-19,2023-08-01,Unranked,Location 03,3263371380.0
2023-08-19,2023-08-01,Unranked,Location 04,1879991670.0
2023-08-19,2023-08-01,Unranked,Location 06,1567302150.0
2023-08-19,2023-08-01,Unranked,Location 07,1310461260.0
2023-08-19,2023-08-01,Unranked,Location 08,1728902130.0
2023-08-19,2023-08-01,Unranked,Location 09,1666149360.0
2023-08-19,2023-08-01,Unranked,Location 10,415235430.0
2023-08-19,2023-08-01,Unranked,Location 11,596999580.0
2023-08-19,2023-08-01,Unranked,Location 12,4350035430.0
2023-08-19,2023-08-01,Unranked,Location 13,1812147750.0
2023-08-19,2023-08-01,Unranked,Location 14,2431423020.0
2023-08-19,2023-08-01,Unranked,Location 15,3680550.0
2023-08-19,2023-08-01,Unranked,Location 16,7475144190.0
2023-08-19,2023-08-01,Unranked,Location 17,699337590.0
2023-08-20,2023-08-01,Bronze,Location 01,1065891360.0
2023-08-20,2023-08-01,Bronze,Location 02,2556737580.0
2023-08-20,2023-08-01,Bronze,Location 03,3582479610.0
2023-08-20,2023-08-01,Bronze,Location 04,5411030550.0
2023-08-20,2023-08-01,Bronze,Location 06,2228433300.0
2023-08-20,2023-08-01,Bronze,Location 07,1560872790.0
2023-08-20,2023-08-01,Bronze,Location 08,223641150.0
2023-08-20,2023-08-01,Bronze,Location 09,3315505980.0
2023-08-20,2023-08-01,Bronze,Location 10,82140900.0
2023-08-20,2023-08-01,Bronze,Location 11,1798213530.0
2023-08-20,2023-08-01,Bronze,Location 12,9127173090.0
2023-08-20,2023-08-01,Bronze,Location 13,2701858590.0
2023-08-20,2023-08-01,Bronze,Location 14,5557725450.0
2023-08-20,2023-08-01,Bronze,Location 16,5356727400.0
2023-08-20,2023-08-01,Bronze,Location 17,2087029560.0
2023-08-20,2023-08-01,Diamond,Location 01,2746153320.0
2023-08-20,2023-08-01,Diamond,Location 02,1355259060.0
2023-08-20,2023-08-01,Diamond,Location 03,14100402330.0
2023-08-20,2023-08-01,Diamond,Location 04,25257140100.0
2023-08-20,2023-08-01,Diamond,Location 07,2036721840.0
2023-08-20,2023-08-01,Diamond,Location 09,5056641930.0
2023-08-20,2023-08-01,Diamond,Location 10,422791650.0
2023-08-20,2023-08-01,Diamond,Location 11,3100205370.0
2023-08-20,2023-08-01,Diamond,Location 12,11869925190.0
2023-08-20,2023-08-01,Diamond,Location 13,6476938620.0
2023-08-20,2023-08-01,Diamond,Location 14,10049331030.0
2023-08-20,2023-08-01,Diamond,Location 15,9300490290.0
2023-08-20,2023-08-01,Diamond,Location 16,5486747640.0
2023-08-20,2023-08-01,Diamond,Location 17,1404130500.0
2023-08-20,2023-08-01,Gold,Location 01,440282640.0
2023-08-20,2023-08-01,Gold,Location 02,977574450.0
2023-08-20,2023-08-01,Gold,Location 03,3790361250.0
2023-08-20,2023-08-01,Gold,Location 04,3679552620.0
2023-08-20,2023-08-01,Gold,Location 06,385785600.0
2023-08-20,2023-08-01,Gold,Location 07,512545230.0
2023-08-20,2023-08-01,Gold,Location 08,410881470.0
2023-08-20,2023-08-01,Gold,Location 09,1197330300.0
2023-08-20,2023-08-01,Gold,Location 10,47635140.0
2023-08-20,2023-08-01,Gold,Location 11,452061870.0
2023-08-20,2023-08-01,Gold,Location 12,5180450910.0
2023-08-20,2023-08-01,Gold,Location 13,1950883350.0
2023-08-20,2023-08-01,Gold,Location 14,3795989010.0
2023-08-20,2023-08-01,Gold,Location 16,2941715610.0
2023-08-20,2023-08-01,Gold,Location 17,642105330.0
2023-08-20,2023-08-01,Iron,Location 01,631498050.0
2023-08-20,2023-08-01,Iron,Location 02,2177199480.0
2023-08-20,2023-08-01,Iron,Location 03,1072687410.0
2023-08-20,2023-08-01,Iron,Location 04,2315536170.0
2023-08-20,2023-08-01,Iron,Location 06,3182418570.0
2023-08-20,2023-08-01,Iron,Location 07,963545550.0
2023-08-20,2023-08-01,Iron,Location 08,1035129930.0
2023-08-20,2023-08-01,Iron,Location 09,1186410240.0
2023-08-20,2023-08-01,Iron,Location 10,51257670.0
2023-08-20,2023-08-01,Iron,Location 11,1281439950.0
2023-08-20,2023-08-01,Iron,Location 12,3610476330.0
2023-08-20,2023-08-01,Iron,Location 13,1437746550.0
2023-08-20,2023-08-01,Iron,Location 14,2540314110.0
2023-08-20,2023-08-01,Iron,Location 16,4301466120.0
2023-08-20,2023-08-01,Iron,Location 17,1644805590.0
2023-08-20,2023-08-01,Platinum,Location 01,302804730.0
2023-08-20,2023-08-01,Platinum,Location 02,295358730.0
2023-08-20,2023-08-01,Platinum,Location 03,2009799630.0
2023-08-20,2023-08-01,Platinum,Location 04,2157395940.0
2023-08-20,2023-08-01,Platinum,Location 06,19697340.0
2023-08-20,2023-08-01,Platinum,Location 07,190373670.0
2023-08-20,2023-08-01,Platinum,Location 09,853738260.0
2023-08-20,2023-08-01,Platinum,Location 10,42521460.0
2023-08-20,2023-08-01,Platinum,Location 11,194789580.0
2023-08-20,2023-08-01,Platinum,Location 12,2617927770.0
2023-08-20,2023-08-01,Platinum,Location 13,1171276170.0
2023-08-20,2023-08-01,Platinum,Location 14,1322014800.0
2023-08-20,2023-08-01,Platinum,Location 15,12944430.0
2023-08-20,2023-08-01,Platinum,Location 16,775417110.0
2023-08-20,2023-08-01,Platinum,Location 17,388459950.0
2023-08-20,2023-08-01,Silver,Location 01,157642050.0
2023-08-20,2023-08-01,Silver,Location 02,777018030.0
2023-08-20,2023-08-01,Silver,Location 03,2025825540.0
2023-08-20,2023-08-01,Silver,Location 04,2281588650.0
2023-08-20,2023-08-01,Silver,Location 06,539082450.0
2023-08-20,2023-08-01,Silver,Location 07,483374940.0
2023-08-20,2023-08-01,Silver,Location 08,55205460.0
2023-08-20,2023-08-01,Silver,Location 09,875533950.0
2023-08-20,2023-08-01,Silver,Location 10,8611050.0
2023-08-20,2023-08-01,Silver,Location 11,521176050.0
2023-08-20,2023-08-01,Silver,Location 12,3425715270.0
2023-08-20,2023-08-01,Silver,Location 13,1040353800.0
2023-08-20,2023-08-01,Silver,Location 14,2529276480.0
2023-08-20,2023-08-01,Silver,Location 16,1415224980.0
2023-08-20,2023-08-01,Silver,Location 17,546064770.0
2023-08-20,2023-08-01,Unranked,Location 01,643804770.0
2023-08-20,2023-08-01,Unranked,Location 02,1400530080.0
2023-08-20,2023-08-01,Unranked,Location 03,2624411730.0
2023-08-20,2023-08-01,Unranked,Location 04,1518278610.0
2023-08-20,2023-08-01,Unranked,Location 06,1444374600.0
2023-08-20,2023-08-01,Unranked,Location 07,914378700.0
2023-08-20,2023-08-01,Unranked,Location 08,1414985790.0
2023-08-20,2023-08-01,Unranked,Location 09,1463033550.0
2023-08-20,2023-08-01,Unranked,Location 10,140470770.0
2023-08-20,2023-08-01,Unranked,Location 11,580488270.0
2023-08-20,2023-08-01,Unranked,Location 12,4195120140.0
2023-08-20,2023-08-01,Unranked,Location 13,1853969310.0
2023-08-20,2023-08-01,Unranked,Location 14,2416022490.0
2023-08-20,2023-08-01,Unranked,Location 15,2222220.0
2023-08-20,2023-08-01,Unranked,Location 16,1899130380.0
2023-08-20,2023-08-01,Unranked,Location 17,520935660.0
2023-08-21,2023-08-01,Bronze,Location 01,1429138920.0
2023-08-21,2023-08-01,Bronze,Location 02,2940947370.0
2023-08-21,2023-08-01,Bronze,Location 03,4746748170.0
2023-08-21,2023-08-01,Bronze,Location 04,7185148800.0
2023-08-21,2023-08-01,Bronze,Location 06,3059445060.0
2023-08-21,2023-08-01,Bronze,Location 07,1988655990.0
2023-08-21,2023-08-01,Bronze,Location 08,228995610.0
2023-08-21,2023-08-01,Bronze,Location 09,4391552670.0
2023-08-21,2023-08-01,Bronze,Location 10,99927510.0
2023-08-21,2023-08-01,Bronze,Location 11,2117679330.0
2023-08-21,2023-08-01,Bronze,Location 12,11768906010.0
2023-08-21,2023-08-01,Bronze,Location 13,3694267740.0
2023-08-21,2023-08-01,Bronze,Location 14,7242206460.0
2023-08-21,2023-08-01,Bronze,Location 16,6843563850.0
2023-08-21,2023-08-01,Bronze,Location 17,2728558650.0
2023-08-21,2023-08-01,Diamond,Location 01,3801725250.0
2023-08-21,2023-08-01,Diamond,Location 02,2008573470.0
2023-08-21,2023-08-01,Diamond,Location 03,21024700230.0
2023-08-21,2023-08-01,Diamond,Location 04,35950506300.0
2023-08-21,2023-08-01,Diamond,Location 06,527790.0
2023-08-21,2023-08-01,Diamond,Location 07,2627723580.0
2023-08-21,2023-08-01,Diamond,Location 09,6420865170.0
2023-08-21,2023-08-01,Diamond,Location 10,32374710.0
2023-08-21,2023-08-01,Diamond,Location 11,3772371030.0
2023-08-21,2023-08-01,Diamond,Location 12,15664522980.0
2023-08-21,2023-08-01,Diamond,Location 13,7665405030.0
2023-08-21,2023-08-01,Diamond,Location 14,12550217400.0
2023-08-21,2023-08-01,Diamond,Location 15,12941840940.0
2023-08-21,2023-08-01,Diamond,Location 16,6435909540.0
2023-08-21,2023-08-01,Diamond,Location 17,2098458390.0
2023-08-21,2023-08-01,Gold,Location 01,651061860.0
2023-08-21,2023-08-01,Gold,Location 02,1100820870.0
2023-08-21,2023-08-01,Gold,Location 03,5447312340.0
2023-08-21,2023-08-01,Gold,Location 04,4794608160.0
2023-08-21,2023-08-01,Gold,Location 06,333658230.0
2023-08-21,2023-08-01,Gold,Location 07,799877940.0
2023-08-21,2023-08-01,Gold,Location 08,330427050.0
2023-08-21,2023-08-01,Gold,Location 09,1520069670.0
2023-08-21,2023-08-01,Gold,Location 10,81676860.0
2023-08-21,2023-08-01,Gold,Location 11,663795120.0
2023-08-21,2023-08-01,Gold,Location 12,7010582100.0
2023-08-21,2023-08-01,Gold,Location 13,2801542110.0
2023-08-21,2023-08-01,Gold,Location 14,4983634860.0
2023-08-21,2023-08-01,Gold,Location 16,1969106010.0
2023-08-21,2023-08-01,Gold,Location 17,806872410.0
2023-08-21,2023-08-01,Iron,Location 01,878612010.0
2023-08-21,2023-08-01,Iron,Location 02,2248757310.0
2023-08-21,2023-08-01,Iron,Location 03,1631562660.0
2023-08-21,2023-08-01,Iron,Location 04,3262811700.0
2023-08-21,2023-08-01,Iron,Location 06,4054668930.0
2023-08-21,2023-08-01,Iron,Location 07,1275607680.0
2023-08-21,2023-08-01,Iron,Location 08,1255633920.0
2023-08-21,2023-08-01,Iron,Location 09,1368969840.0
2023-08-21,2023-08-01,Iron,Location 10,77450850.0
2023-08-21,2023-08-01,Iron,Location 11,1578305970.0
2023-08-21,2023-08-01,Iron,Location 12,3867639840.0
2023-08-21,2023-08-01,Iron,Location 13,1818952830.0
2023-08-21,2023-08-01,Iron,Location 14,3065429850.0
2023-08-21,2023-08-01,Iron,Location 16,3744761730.0
2023-08-21,2023-08-01,Iron,Location 17,1996192440.0
2023-08-21,2023-08-01,Platinum,Location 01,441025560.0
2023-08-21,2023-08-01,Platinum,Location 02,299906970.0
2023-08-21,2023-08-01,Platinum,Location 03,2953146180.0
2023-08-21,2023-08-01,Platinum,Location 04,2718513840.0
2023-08-21,2023-08-01,Platinum,Location 06,48361170.0
2023-08-21,2023-08-01,Platinum,Location 07,273471150.0
2023-08-21,2023-08-01,Platinum,Location 09,1196126040.0
2023-08-21,2023-08-01,Platinum,Location 10,36196110.0
2023-08-21,2023-08-01,Platinum,Location 11,239623770.0
2023-08-21,2023-08-01,Platinum,Location 12,3435893310.0
2023-08-21,2023-08-01,Platinum,Location 13,1568716170.0
2023-08-21,2023-08-01,Platinum,Location 14,1834429470.0
2023-08-21,2023-08-01,Platinum,Location 15,25055550.0
2023-08-21,2023-08-01,Platinum,Location 16,818996460.0
2023-08-21,2023-08-01,Platinum,Location 17,517851360.0
2023-08-21,2023-08-01,Silver,Location 01,243356760.0
2023-08-21,2023-08-01,Silver,Location 02,980636070.0
2023-08-21,2023-08-01,Silver,Location 03,2734937790.0
2023-08-21,2023-08-01,Silver,Location 04,2965794900.0
2023-08-21,2023-08-01,Silver,Location 06,579143640.0
2023-08-21,2023-08-01,Silver,Location 07,532741770.0
2023-08-21,2023-08-01,Silver,Location 08,101173650.0
2023-08-21,2023-08-01,Silver,Location 09,988897560.0
2023-08-21,2023-08-01,Silver,Location 10,30977010.0
2023-08-21,2023-08-01,Silver,Location 11,512505090.0
2023-08-21,2023-08-01,Silver,Location 12,4495141320.0
2023-08-21,2023-08-01,Silver,Location 13,1473943170.0
2023-08-21,2023-08-01,Silver,Location 14,2919534300.0
2023-08-21,2023-08-01,Silver,Location 16,1736151300.0
2023-08-21,2023-08-01,Silver,Location 17,605051220.0
2023-08-21,2023-08-01,Unranked,Location 01,960869100.0
2023-08-21,2023-08-01,Unranked,Location 02,1432247970.0
2023-08-21,2023-08-01,Unranked,Location 03,3866323290.0
2023-08-21,2023-08-01,Unranked,Location 04,2147446110.0
2023-08-21,2023-08-01,Unranked,Location 06,1973258400.0
2023-08-21,2023-08-01,Unranked,Location 07,1141218390.0
2023-08-21,2023-08-01,Unranked,Location 08,1540471590.0
2023-08-21,2023-08-01,Unranked,Location 09,1916766600.0
2023-08-21,2023-08-01,Unranked,Location 10,177673830.0
2023-08-21,2023-08-01,Unranked,Location 11,786304710.0
2023-08-21,2023-08-01,Unranked,Location 12,5587118460.0
2023-08-21,2023-08-01,Unranked,Location 13,2025434190.0
2023-08-21,2023-08-01,Unranked,Location 14,3584983170.0
2023-08-21,2023-08-01,Unranked,Location 15,2437500.0
2023-08-21,2023-08-01,Unranked,Location 16,1937895630.0
2023-08-21,2023-08-01,Unranked,Location 17,736867110.0
2023-08-22,2023-08-01,Bronze,Location 01,1231366260.0
2023-08-22,2023-08-01,Bronze,Location 02,2671168170.0
2023-08-22,2023-08-01,Bronze,Location 03,4109626440.0
2023-08-22,2023-08-01,Bronze,Location 04,6524589480.0
2023-08-22,2023-08-01,Bronze,Location 06,2752590510.0
2023-08-22,2023-08-01,Bronze,Location 07,1721461860.0
2023-08-22,2023-08-01,Bronze,Location 08,238071030.0
2023-08-22,2023-08-01,Bronze,Location 09,3739375530.0
2023-08-22,2023-08-01,Bronze,Location 10,95815650.0
2023-08-22,2023-08-01,Bronze,Location 11,2101872900.0
2023-08-22,2023-08-01,Bronze,Location 12,10476863400.0
2023-08-22,2023-08-01,Bronze,Location 13,3353661690.0
2023-08-22,2023-08-01,Bronze,Location 14,6439065300.0
2023-08-22,2023-08-01,Bronze,Location 16,6592700700.0
2023-08-22,2023-08-01,Bronze,Location 17,2327056710.0
2023-08-22,2023-08-01,Diamond,Location 01,3466599510.0
2023-08-22,2023-08-01,Diamond,Location 02,1618156620.0
2023-08-22,2023-08-01,Diamond,Location 03,17457045960.0
2023-08-22,2023-08-01,Diamond,Location 04,32149353810.0
2023-08-22,2023-08-01,Diamond,Location 06,1263900.0
2023-08-22,2023-08-01,Diamond,Location 07,2547556560.0
2023-08-22,2023-08-01,Diamond,Location 09,5757358260.0
2023-08-22,2023-08-01,Diamond,Location 10,3705425790.0
2023-08-22,2023-08-01,Diamond,Location 11,3299943330.0
2023-08-22,2023-08-01,Diamond,Location 12,13721014380.0
2023-08-22,2023-08-01,Diamond,Location 13,6838592160.0
2023-08-22,2023-08-01,Diamond,Location 14,11292776190.0
2023-08-22,2023-08-01,Diamond,Location 15,10808669160.0
2023-08-22,2023-08-01,Diamond,Location 16,6262339680.0
2023-08-22,2023-08-01,Diamond,Location 17,1507768920.0
2023-08-22,2023-08-01,Gold,Location 01,520413540.0
2023-08-22,2023-08-01,Gold,Location 02,796846650.0
2023-08-22,2023-08-01,Gold,Location 03,4384283130.0
2023-08-22,2023-08-01,Gold,Location 04,4374172650.0
2023-08-22,2023-08-01,Gold,Location 06,263743260.0
2023-08-22,2023-08-01,Gold,Location 07,480316890.0
2023-08-22,2023-08-01,Gold,Location 08,112790610.0
2023-08-22,2023-08-01,Gold,Location 09,1343739960.0
2023-08-22,2023-08-01,Gold,Location 10,75015750.0
2023-08-22,2023-08-01,Gold,Location 11,590374320.0
2023-08-22,2023-08-01,Gold,Location 12,6477197550.0
2023-08-22,2023-08-01,Gold,Location 13,2288098350.0
2023-08-22,2023-08-01,Gold,Location 14,3819044040.0
2023-08-22,2023-08-01,Gold,Location 16,1638524520.0
2023-08-22,2023-08-01,Gold,Location 17,642131040.0
2023-08-22,2023-08-01,Iron,Location 01,745016280.0
2023-08-22,2023-08-01,Iron,Location 02,1960743900.0
2023-08-22,2023-08-01,Iron,Location 03,1277633730.0
2023-08-22,2023-08-01,Iron,Location 04,2663225100.0
2023-08-22,2023-08-01,Iron,Location 06,3789354240.0
2023-08-22,2023-08-01,Iron,Location 07,1198114170.0
2023-08-22,2023-08-01,Iron,Location 08,993498810.0
2023-08-22,2023-08-01,Iron,Location 09,1236171510.0
2023-08-22,2023-08-01,Iron,Location 10,55505250.0
2023-08-22,2023-08-01,Iron,Location 11,1393673910.0
2023-08-22,2023-08-01,Iron,Location 12,3397954050.0
2023-08-22,2023-08-01,Iron,Location 13,1478770530.0
2023-08-22,2023-08-01,Iron,Location 14,2959039530.0
2023-08-22,2023-08-01,Iron,Location 16,3427918230.0
2023-08-22,2023-08-01,Iron,Location 17,1644648870.0
2023-08-22,2023-08-01,Platinum,Location 01,322944000.0
2023-08-22,2023-08-01,Platinum,Location 02,174483030.0
2023-08-22,2023-08-01,Platinum,Location 03,2316552930.0
2023-08-22,2023-08-01,Platinum,Location 04,2642738070.0
2023-08-22,2023-08-01,Platinum,Location 06,42593070.0
2023-08-22,2023-08-01,Platinum,Location 07,275138940.0
2023-08-22,2023-08-01,Platinum,Location 09,982867830.0
2023-08-22,2023-08-01,Platinum,Location 10,62071650.0
2023-08-22,2023-08-01,Platinum,Location 11,252279480.0
2023-08-22,2023-08-01,Platinum,Location 12,3298183830.0
2023-08-22,2023-08-01,Platinum,Location 13,1369472040.0
2023-08-22,2023-08-01,Platinum,Location 14,1627506570.0
2023-08-22,2023-08-01,Platinum,Location 15,45527790.0
2023-08-22,2023-08-01,Platinum,Location 16,924683670.0
2023-08-22,2023-08-01,Platinum,Location 17,365725650.0
2023-08-22,2023-08-01,Silver,Location 01,225903840.0
2023-08-22,2023-08-01,Silver,Location 02,740360220.0
2023-08-22,2023-08-01,Silver,Location 03,2269539750.0
2023-08-22,2023-08-01,Silver,Location 04,2607206520.0
2023-08-22,2023-08-01,Silver,Location 06,598243200.0
2023-08-22,2023-08-01,Silver,Location 07,477543570.0
2023-08-22,2023-08-01,Silver,Location 08,85628820.0
2023-08-22,2023-08-01,Silver,Location 09,933905160.0
2023-08-22,2023-08-01,Silver,Location 10,39103380.0
2023-08-22,2023-08-01,Silver,Location 11,476964900.0
2023-08-22,2023-08-01,Silver,Location 12,3901607460.0
2023-08-22,2023-08-01,Silver,Location 13,1193424870.0
2023-08-22,2023-08-01,Silver,Location 14,2628674700.0
2023-08-22,2023-08-01,Silver,Location 16,1780274880.0
2023-08-22,2023-08-01,Silver,Location 17,543882570.0
2023-08-22,2023-08-01,Unranked,Location 01,728463180.0
2023-08-22,2023-08-01,Unranked,Location 02,1503173850.0
2023-08-22,2023-08-01,Unranked,Location 03,3142052220.0
2023-08-22,2023-08-01,Unranked,Location 04,2200478460.0
2023-08-22,2023-08-01,Unranked,Location 06,2118544230.0
